,NO.,Chiral_molecules_smile,RT,Column,Tem/℃,T1/min,kα/℃·min-1,Tα/min,T2/min,kβ/℃·min-1,Tβ/min,T3/min,kγ/℃·min-1,Tγ/min,T4/min,kδ/℃·min-1,Tδ/min,T5/min
45,46,CC1=CCCC([C@H]1/C=C/C(=O)C)(C)C,28.035,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
46,47,CC(=CCC/C(=C\CC[C@](C)(C=C)O)/C)C,34.356,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
47,48,CC(=CCC/C(=C\CC[C@@](C)(C=C)O)/C)C,34.59,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
48,49,CC(=CCC/C(=C/CC[C@](C)(C=C)O)/C)C,36.269,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
49,50,CC(=CCC/C(=C/CC[C@@](C)(C=C)O)/C)C,36.555,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
50,51,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,40.958,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
51,52,CC/C=C\C[C@H]1[C@@H](CCC1=O)CC(=O)OC,41.341,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
52,53,CC/C=C\C[C@H]1[C@H](CCC1=O)CC(=O)OC,42.214,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
53,54,CC/C=C/C[C@@H]1[C@@H](CCC1=O)CC(=O)OC,42.89,Cyclosil_B,50.0,2.0,6.0,11.67,2.0,2.0,35.0,2.0,6,5.0,0.0,0,0,0
54,55,C[C@H](C1=CC=CC=C1)O,25.535,Cyclosil_B,70.0,9.0,5.0,10.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
55,56,C[C@@H](C1=CC=CC=C1)O,26.402,Cyclosil_B,70.0,9.0,5.0,10.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
56,57,C[C@H](C1=CC(=CC=C1)C(F)(F)F)O,20.221,Cyclosil_B,110.0,10.0,1.0,12.0,0.0,10.0,5.0,1.0,0,0.0,0.0,0,0,0
57,58,C[C@@H](C1=CC(=CC=C1)C(F)(F)F)O,20.984,Cyclosil_B,110.0,10.0,1.0,12.0,0.0,10.0,5.0,1.0,0,0.0,0.0,0,0,0
58,59,C[C@H](O)C1CC(C(F)(F)F)CC(C(F)(F)F)C1,18.755,Cyclosil_B,70.0,5.0,5.0,14.0,11.0,6.0,5.0,25.0,0,0.0,0.0,0,0,0
59,60,C[C@@H](O)C1CC(C(F)(F)F)CC(C(F)(F)F)C1,19.519,Cyclosil_B,70.0,5.0,5.0,14.0,11.0,6.0,5.0,25.0,0,0.0,0.0,0,0,0
60,61,C[C@H](C1=CC=C(C=C1)F)O,28.012,Cyclosil_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
61,62,C[C@@H](C1=CC=C(C=C1)F)O,28.995,Cyclosil_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
62,63,C[C@@H](O)C1CC(F)CCC1F,20.862,Cyclosil_B,70.0,5.0,5.0,14.0,11.0,6.0,5.0,25.0,0,0.0,0.0,0,0,0
63,64,C[C@H](O)C1CC(F)CCC1F,21.912,Cyclosil_B,70.0,5.0,5.0,14.0,11.0,6.0,5.0,25.0,0,0.0,0.0,0,0,0
64,65,C[C@H](C1=CC=C(C=C1)Cl)O,41.862,Cyclosil_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
65,66,C[C@@H](C1=CC=C(C=C1)Cl)O,42.321,Cyclosil_B,70.0,9.0,5.0,10.0,15.0,5.0,10.0,6.0,0,0.0,0.0,0,0,0
66,67,C[C@H](C1=CC=CC=C1Br)O,43.953,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
67,68,C[C@@H](C1=CC=CC=C1Br)O,44.323,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
68,69,C[C@H](C1=CC=C(C=C1)Br)O,47.401,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
69,70,C[C@@H](C1=CC=C(C=C1)Br)O,48.395,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
70,71,C[C@H](C1=CC=C(C=C1)I)O,59.944,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
71,72,C[C@@H](C1=CC=C(C=C1)I)O,60.585,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
72,73,CC1=CC=C(C=C1)[C@@H](C)O,21.094,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
73,74,CC1=CC=C(C=C1)[C@H](C)O,22.545,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
74,75,C[C@H](C1=CC=CC=C1[N+](=O)[O-])O,61.96,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
75,76,C[C@@H](C1=CC=CC=C1[N+](=O)[O-])O,71.642,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
76,77,C[C@H](C1=CC(=CC=C1)[N+](=O)[O-])O,81.469,Cyclosil_B,110.0,10.0,1.0,45.0,55.0,5.0,5.0,5.0,0,0.0,0.0,0,0,0
77,78,C[C@@H](C1=CC(=CC=C1)[N+](=O)[O-])O,82.651,Cyclosil_B,110.0,10.0,1.0,45.0,55.0,5.0,5.0,5.0,0,0.0,0.0,0,0,0
78,79,C[C@H](C1=CC=C(C=C1)[N+](=O)[O-])O,79.379,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
79,80,C[C@@H](C1=CC=C(C=C1)[N+](=O)[O-])O,81.245,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
80,81,O[C@H](C1CCCCC1)C(F)(F)F,55.879,Cyclosil_B,70.0,5.0,7.0,5.0,60.0,10.0,6.5,1.5,0,0.0,0.0,0,0,0
81,82,O[C@@H](C1CCCCC1)C(F)(F)F,56.632,Cyclosil_B,70.0,5.0,7.0,5.0,60.0,10.0,6.5,1.5,0,0.0,0.0,0,0,0
82,83,C[C@@H](O)C1=CC=CC(CO)=C1,70.737,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
83,84,C[C@H](O)C1=CC=CC(CO)=C1,71.845,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
84,85,O[C@H]1CCCC2=CC=CC=C12,44.162,Cyclosil_B,110.0,10.0,1.0,40.0,0.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
85,86,O[C@@H]1CCCC2=CC=CC=C12,44.692,Cyclosil_B,110.0,10.0,1.0,40.0,0.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
86,87,COC1=CC=CC2=C1CCC[C@H]2O,52.419,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
87,88,COC1=CC=CC2=C1CCC[C@@H]2O,53.805,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
88,89,COC1CCC2C(C1)CCC[C@@H]2O,55.084,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
89,90,COC1CCC2C(C1)CCC[C@H]2O,55.769,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
90,91,O[C@@H]1CCCC2=CC=C(Br)C=C12,88.502,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
91,92,O[C@H]1CCCC2=CC=C(Br)C=C12,91.137,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
92,93,O[C@@H]1CCC2C(Br)CCCC21,57.604,Cyclosil_B,80.0,5.0,5.0,13.0,50.0,5.0,6.0,16.0,0,0.0,0.0,0,0,0
93,94,O[C@H]1CCC2C(Br)CCCC21,58.574,Cyclosil_B,80.0,5.0,5.0,13.0,50.0,5.0,6.0,16.0,0,0.0,0.0,0,0,0
94,95,O[C@H]1CCC2CC(Br)CCC21,52.461,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
95,96,O[C@@H]1CCC2CC(Br)CCC21,52.836,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
96,97,O[C@@H]1CCNC2=C(Br)C=CC=C12,112.212,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
97,98,O[C@H]1CCNC2=C(Br)C=CC=C12,114.629,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
98,99,O=C(OC(C)(C)C)N1CC[C@@H](O)C2=CC=CC=C12,131.813,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
99,100,O=C(OC(C)(C)C)N1CC[C@H](O)C2=CC=CC=C12,136.212,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
100,101,CC(=O)O[C@@H]1CCSC2=NC=CC=C12,93.715,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,20.0,5,3.0,3.0,0,0,0
101,102,CC(=O)O[C@H]1CCSC2=NC=CC=C12,95.19,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,20.0,5,3.0,3.0,0,0,0
102,103,O[C@@H]1CCNC2=C(Br)C=CC=C12,113.501,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
103,104,O[C@H]1CCNC2=C(Br)C=CC=C12,115.286,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
104,105,O=C(OC(C)(C)C)N1CC[C@@H](O)C2=CC=CC=C12,134.624,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
105,106,O=C(OC(C)(C)C)N1CC[C@H](O)C2=CC=CC=C12,136.419,Cyclosil_B,100.0,10.0,1.0,50.0,20.0,1.0,15.0,102.0,5,3.0,10.0,0,0,0
106,107,C1C[C@@H](C2=CC=CC=C2C1)O,44.83,Cyclosil_B,110.0,10.0,1.0,40.0,0.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
107,108,C1C[C@H](C2=CC=CC=C2C1)O,45.525,Cyclosil_B,110.0,10.0,1.0,40.0,0.0,6.0,5.0,5.0,0,0.0,0.0,0,0,0
108,109,O[C@@H]1CCCC2=CC=C(Br)C=C12,89.673,Cyclosil_B,110.0,10.0,1.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
109,110,O[C@H]1CCCC2=CC=C(Br)C=C12,91.87,Cyclosil_B,110.0,10.0,1.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
110,111,COC1=CC=CC2=C1CCC[C@H]2O,53.131,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
111,112,COC1=CC=CC2=C1CCC[C@@H]2O,54.35,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
112,113,COC1CCC2C(C1)CCC[C@@H]2O,55.405,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
113,114,COC1CCC2C(C1)CCC[C@H]2O,56.206,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
114,115,O[C@@H]1CCC2C(Br)CCCC21,73.121,Cyclosil_B,80.0,5.0,5.0,13.0,50.0,5.0,6.0,16.0,0,0.0,0.0,0,0,0
115,116,O[C@H]1CCC2C(Br)CCCC21,73.751,Cyclosil_B,80.0,5.0,5.0,13.0,50.0,5.0,6.0,16.0,0,0.0,0.0,0,0,0
116,117,O[C@H]1CCC2CC(Br)CCC21,52.624,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
117,118,O[C@@H]1CCC2CC(Br)CCC21,53.245,Cyclosil_B,80.0,5.0,5.0,14.0,31.0,5.0,4.0,36.0,0,0.0,0.0,0,0,0
118,119,C[C@H](C1=CC=CC=C1)O,25.849,Cyclosil_B,70.0,9.0,5.0,10.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
119,120,C[C@@H](C1=CC=CC=C1)O,26.589,Cyclosil_B,70.0,9.0,5.0,10.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
120,121,C[C@@H](O)C1CCCC(C(F)(F)F)C1,18.253,Cyclosil_B,110.0,10.0,1.0,12.0,0.0,10.0,5.0,1.0,0,0.0,0.0,0,0,0
121,122,C[C@H](O)C1CCCC(C(F)(F)F)C1,18.945,Cyclosil_B,110.0,10.0,1.0,12.0,0.0,10.0,5.0,1.0,0,0.0,0.0,0,0,0
122,123,C[C@@H](O)C1CCC(C(F)(F)F)CC1,21.12,Cyclosil_B,70.0,5.0,5.0,14.0,11.0,6.0,5.0,25.0,0,0.0,0.0,0,0,0
123,124,C[C@H](O)C1CCC(C(F)(F)F)CC1,21.574,Cyclosil_B,70.0,5.0,5.0,14.0,11.0,6.0,5.0,25.0,0,0.0,0.0,0,0,0
124,125,C[C@H](O)C1CC(C(F)(F)F)CC(C(F)(F)F)C1,18.833,Cyclosil_B,70.0,5.0,5.0,14.0,11.0,6.0,5.0,25.0,0,0.0,0.0,0,0,0
125,126,C[C@@H](O)C1CC(C(F)(F)F)CC(C(F)(F)F)C1,19.661,Cyclosil_B,70.0,5.0,5.0,14.0,11.0,6.0,5.0,25.0,0,0.0,0.0,0,0,0
126,127,C[C@H](C1=CC=C(C=C1)I)O,60.37,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
127,128,C[C@@H](C1=CC=C(C=C1)I)O,60.876,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
128,129,C[C@H](C1=CC=C(C=C1)Br)O,45.839,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
129,130,C[C@@H](C1=CC=C(C=C1)Br)O,46.071,Cyclosil_B,110.0,10.0,1.0,55.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
130,131,CC1=CC=C(C=C1)[C@@H](C)O,21.47,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
131,132,CC1=CC=C(C=C1)[C@H](C)O,22.79,Cyclosil_B,110.0,10.0,1.0,55.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
132,133,C[C@@H]1CCC[C@]2(CCCO2)O1,32.09,Cyclosil_B,40.0,3.0,3.0,36.67,0.0,15.0,6.67,10.0,0,0.0,0.0,0,0,0
133,134,C[C@H]1CCC[C@@]2(CCCO2)O1,33.48,Cyclosil_B,40.0,3.0,3.0,36.67,0.0,15.0,6.67,10.0,0,0.0,0.0,0,0,0
134,135,CC[C@]1(C)CC[C@]2(CCCO2)O1,35.74,Cyclosil_B,40.0,3.0,3.0,36.67,0.0,15.0,6.67,10.0,0,0.0,0.0,0,0,0
135,136,CC[C@]1(C)CC[C@@]2(CCCO2)O1,37.32,Cyclosil_B,40.0,3.0,3.0,36.67,0.0,15.0,6.67,10.0,0,0.0,0.0,0,0,0
136,137,CC[C@@]1(C)CC[C@]2(CCCO2)O1,37.67,Cyclosil_B,40.0,3.0,3.0,36.67,0.0,15.0,6.67,10.0,0,0.0,0.0,0,0,0
137,138,CC[C@@]1(C)CC[C@@]2(CCCO2)O1,38.73,Cyclosil_B,40.0,3.0,3.0,36.67,0.0,15.0,6.67,10.0,0,0.0,0.0,0,0,0
138,139,C[C@H](C1=CC=C(C=C1)Cl)O,13.65,Cyclosil_B,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
139,140,C[C@@H](C1=CC=C(C=C1)Cl)O,14.3,Cyclosil_B,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
140,141,C[C@@H]1CC(=O)OC1(C)C,12.8,Cyclosil_B,70.0,5.0,10.0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
141,142,C[C@H]1CC(=O)OC1(C)C,12.9,Cyclosil_B,70.0,5.0,10.0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
142,143,O=CC([C@H]1CC(=O)N(C2=CC=CC=C2)C1=O)(C)C,194.0,Cyclosil_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
143,144,O=CC([C@@H]1CC(=O)N(C2=CC=CC=C2)C1=O)(C)C,191.0,Cyclosil_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
144,145,O=CC([C@H]1CC(=O)N(CC2=CC=CC=C2)C1=O)(C)C,182.0,Cyclosil_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
145,146,O=CC([C@@H]1CC(=O)N(CC2=CC=CC=C2)C1=O)(C)C,178.3,Cyclosil_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
146,147,C1=CC=C(C=C1)[C@H](CN)O,13.3,Cyclosil_B,130.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
147,148,C1=CC=C(C=C1)[C@@H](CN)O,13.1,Cyclosil_B,130.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
148,149,CC1=CC[C@H]2C[C@@H]1C2(C)C,8.2,Cyclosil_B,65.0,1.0,1.0,35.0,1.0,2.0,25.0,0.0,10,7.0,3.0,0,0,0
149,150,C1=CC[C@@H]2C[C@H]1C2(C)C,8.5,Cyclosil_B,65.0,1.0,1.0,35.0,1.0,2.0,25.0,0.0,10,7.0,3.0,0,0,0
