,NO.,Chiral_molecules_smile,RT,Column,Tem/℃,T1/min,kα/℃·min-1,Tα/min,T2/min,kβ/℃·min-1,Tβ/min,T3/min,kγ/℃·min-1,Tγ/min,T4/min,kδ/℃·min-1,Tδ/min,T5/min
1381,1382,CCO[P@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],56.746,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1382,1383,CCO[P@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],56.746,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1383,1384,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,57.071,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1384,1385,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,57.071,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1385,1386,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,57.071,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1386,1387,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,57.071,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1387,1388,CCCC[C@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,57.169,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1388,1389,CCCC[C@@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,57.169,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1389,1390,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,61.61,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1390,1391,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,61.61,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1391,1392,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,61.61,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1392,1393,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,61.61,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1393,1394,COC(=O)[C@@H](C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,67.278,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1394,1395,COC(=O)[C@H](C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,67.278,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1395,1396,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,68.324,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1396,1397,CC(=C[C@H]1[C@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,68.324,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1397,1398,CC(=C[C@@H]1[C@@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,68.324,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1398,1399,CC(=C[C@H]1[C@@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,68.324,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1399,1400,COC(=O)[C@@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,71.497,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1400,1401,COC(=O)[C@H](C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,71.497,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1401,1402,CC(C)C[C@H](C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,72.321,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1402,1403,CC(C)C[C@@H](C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,72.321,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1403,1404,CCOP(=S)(OCC)Oc1ccc([S@@](C)=O)cc1,72.478,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1404,1405,CCOP(=S)(OCC)Oc1ccc([S@](C)=O)cc1,72.478,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1405,1406,C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,72.742,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1406,1407,C#CCOC(=O)[C@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,72.742,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1407,1408,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,72.979,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1408,1409,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,73.376,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1409,1410,CCO[P@@](=S)(Oc1ccc(C#N)cc1)c1ccccc1,73.623,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1410,1411,CCO[P@](=S)(Oc1ccc(C#N)cc1)c1ccccc1,73.623,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1411,1412,CCCCC[C@H](C)OC(=O)COc1ccc(Cl)c2cccnc12,77.44,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1412,1413,CCCCC[C@@H](C)OC(=O)COc1ccc(Cl)c2cccnc12,77.44,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1413,1414,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,79.069,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1414,1415,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,79.069,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1415,1416,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,80.016,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1416,1417,CC1(C)C(C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,80.016,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1417,1418,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,80.849,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1418,1419,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,80.849,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1419,1420,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@@H]1C,82.28,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1420,1421,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@H]1C,82.28,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1421,1422,CCO[P@@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,83.151,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1422,1423,CCO[P@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,83.151,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1423,1424,CC1(C)CC[C@@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,92.498,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1424,1425,CC1(C)CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,92.498,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1425,1426,CC1(C)CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,92.498,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1426,1427,CC1(C)CC[C@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,92.498,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1427,1428,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,96.099,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1428,1429,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,96.099,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1429,1430,CCCCOC(=O)[C@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,99.347,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1430,1431,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,99.347,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1431,1432,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,100.465,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1432,1433,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,100.465,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1433,1434,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,106.902,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1434,1435,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,106.902,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1435,1436,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,119.252,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1436,1437,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,119.252,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1437,1438,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,126.856,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1438,1439,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,126.856,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,90.0,0,0.0,0.0,0,0,0
1439,1440,CC(C)=CCC[C@@H](C)CCO,9.11,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1440,1441,CC(C)=CCC[C@H](C)CCO,9.11,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1441,1442,C[C@@H](CC=O)CCCC(C)(C)O,10.645,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1442,1443,C[C@H](CC=O)CCCC(C)(C)O,10.645,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1443,1444,CCCC[C@H](CC)COC(=O)c1ccccc1O,21.88,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1444,1445,CCCC[C@@H](CC)COC(=O)c1ccccc1O,21.88,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1445,1446,CCCC[C@H](CC)COC(=O)c1ccc(N(C)C)cc1,56.23,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1446,1447,CCCC[C@@H](CC)COC(=O)c1ccc(N(C)C)cc1,56.23,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1447,1448,CCCC[C@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,59.88,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1448,1449,CCCC[C@@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,59.88,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1449,1450,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,56.121,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1450,1451,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,56.121,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1451,1452,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,56.121,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1452,1453,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,56.121,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1453,1454,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,61.925,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
1454,1455,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,61.925,"CP_Cyclodextrin_β_2,3,6_M_19",40.0,2.0,20.0,6.0,1.0,1.0,65.0,30.0,0,0.0,0.0,0,0,0
