feature,importance,selected_by_elbow,selected_by_absolute_threshold,selected_by_domain_knowledge,is_selected,importance_rank
mol_ATS2p,0.103494555,True,True,False,True,73.0
mol_MATS4s,0.10042034,True,True,False,True,74.0
mol_AATS2pe,0.09959145,True,False,False,True,75.0
mol_Mp,0.097603865,True,False,False,True,76.0
R_Count,0.09549043,True,False,False,True,77.0
mol_ATS0Z,0.09008742,True,False,False,True,78.0
mol_JGI7,0.08870659,True,False,False,True,79.0
mol_AXp-4dv,0.088465355,True,False,False,True,80.0
mol_ATS2s,0.086309455,True,False,False,True,81.0
mol_MDEC-23,0.084861405,True,False,False,True,82.0
mol_AATS4m,0.084382705,True,False,False,True,83.0
mol_AATS4p,0.08169239,True,False,False,True,84.0
mol_GATS3are,0.08084029,True,False,False,True,85.0
mol_SIC2,0.079067245,True,False,False,True,86.0
mol_JGI8,0.078183286,True,False,False,True,87.0
mol_AATS2i,0.07646238,True,False,False,True,88.0
mol_GATS5Z,0.0758448,True,False,False,True,89.0
mol_ATSC6p,0.07359466,True,False,False,True,90.0
mol_ATSC5Z,0.07309036,True,False,False,True,91.0
mol_MINaasC,0.07181754,True,False,False,True,92.0
mol_ETA_eta_RL,0.07059401,True,False,False,True,93.0
mol_piPC2,0.07048716,True,False,False,True,94.0
mol_PEOE_VSA10,0.06888988,True,False,False,True,95.0
mol_AATS2v,0.06835812,True,False,False,True,96.0
mol_SIC4,0.065976486,True,False,False,True,97.0
mol_AATS6i,0.065630704,True,False,False,True,98.0
mol_AATSC4i,0.0650125,True,False,False,True,99.0
mol_GATS7p,0.06462735,True,False,False,True,100.0
mol_MATS5pe,0.06266408,True,False,False,True,101.0
mol_MATS1i,0.06251082,True,False,False,True,102.0
mol_MATS7c,0.062155675,True,False,False,True,103.0
mol_VSA_EState5,0.061843358,True,False,False,True,104.0
mol_GATS8c,0.061297707,True,False,False,True,105.0
mol_ATSC8d,0.05900892,True,False,False,True,106.0
mol_C1SP2,0.058842964,True,False,False,True,107.0
mol_MATS8i,0.058456983,True,False,False,True,108.0
mol_IC1,0.058353394,True,False,False,True,109.0
mol_ETA_beta,0.057581935,True,False,False,True,110.0
mol_AATS2se,0.056723576,True,False,False,True,111.0
mol_AETA_eta_FL,0.05560441,True,False,False,True,112.0
mol_MID_N,0.055569645,True,False,False,True,113.0
mol_Xpc-5d,0.055566896,True,False,False,True,114.0
mol_ATS4d,0.05546384,True,False,False,True,115.0
mol_GATS5p,0.05526403,True,False,False,True,116.0
mol_MDEC-22,0.054331116,True,False,False,True,117.0
mol_MATS8d,0.05429511,True,False,False,True,118.0
mol_ATS7d,0.053889714,True,False,False,True,119.0
mol_GATS1c,0.05259752,True,False,False,True,120.0
mol_ATS3i,0.052176762,True,False,False,True,121.0
mol_GATS2pe,0.051856387,True,False,False,True,122.0
mol_BIC4,0.05096632,True,False,False,True,123.0
mol_GATS4d,0.050917316,True,False,False,True,124.0
mol_GATS5se,0.049648143,True,False,False,True,125.0
mol_MATS7m,0.04952025,True,False,False,True,126.0
mol_AATSC5Z,0.04950306,True,False,False,True,127.0
mol_MDEC-34,0.04885983,True,False,False,True,128.0
mol_C2SP3,0.047987755,True,False,False,True,129.0
mol_RPCG,0.047986217,True,False,False,True,130.0
mol_MATS7Z,0.047256473,True,False,False,True,131.0
mol_MATS7p,0.047174126,True,False,False,True,132.0
mol_GATS7se,0.046571482,True,False,False,True,133.0
mol_AATSC5c,0.046292495,True,False,False,True,134.0
mol_SssCH2,0.0449683,True,False,False,True,135.0
mol_MDEC-13,0.04428301,True,False,False,True,136.0
mol_ETA_epsilon_1,0.043794088,True,False,False,True,137.0
mol_IC0,0.043742135,True,False,False,True,138.0
mol_C3SP2,0.043603987,True,False,False,True,139.0
mol_ATSC1s,0.041656934,True,False,False,True,140.0
mol_EState_VSA4,0.039762855,True,False,False,True,141.0
mol_SpAbs_D,0.03949644,True,False,False,True,142.0
mol_ATS0v,0.039195374,True,False,False,True,143.0
mol_JGI5,0.039072886,True,False,False,True,144.0
mol_ATSC7se,0.038638767,True,False,False,True,145.0
mol_SIC5,0.038243163,True,False,False,True,146.0
mol_BCUTdv-1l,0.038046274,True,False,False,True,147.0
mol_bpol,0.037565697,True,False,False,True,148.0
mol_nBonds,0.036999542,True,False,False,True,149.0
mol_AETA_eta_B,0.036797073,True,False,False,True,150.0
mol_MATS3c,0.036420215,True,False,False,True,151.0
mol_ATS5i,0.036386106,True,False,False,True,152.0
mol_EState_VSA3,0.036153235,True,False,False,True,153.0
mol_CIC3,0.035928503,True,False,False,True,154.0
mol_MATS7s,0.03546143,True,False,False,True,155.0
mol_ATS6p,0.03486694,True,False,False,True,156.0
mol_AATS5p,0.03458309,True,False,False,True,157.0
mol_ATSC3Z,0.03437839,True,False,False,True,158.0
mol_ATSC7c,0.03437119,True,False,False,True,159.0
mol_AATS3i,0.03434264,True,False,False,True,160.0
mol_AATSC5i,0.03388225,True,False,False,True,161.0
mol_GATS1i,0.033279795,True,False,False,True,162.0
mol_ATSC6se,0.033140626,True,False,False,True,163.0
mol_AATS8v,0.033082422,True,False,False,True,164.0
mol_MATS6s,0.033050336,True,False,False,True,165.0
mol_ATS3v,0.03298796,True,False,False,True,166.0
mol_ETA_dAlpha_B,0.032838594,True,False,False,True,167.0
mol_AATS5se,0.03254391,True,False,False,True,168.0
mol_RotRatio,0.031334996,True,False,False,True,169.0
mol_VE2_A,0.031266287,True,False,False,True,170.0
mol_nBondsS,0.031050943,True,False,False,True,171.0
mol_GATS4se,0.03040687,True,False,False,True,172.0
mol_MATS4are,0.030311812,True,False,False,True,173.0
mol_MATS4pe,0.030022431,True,False,False,True,174.0
mol_BCUTv-1h,0.029792868,True,False,False,True,175.0
mol_GATS1d,0.02974186,True,False,False,True,176.0
mol_GATS3c,0.029406887,True,False,False,True,177.0
mol_ATSC0se,0.029350238,True,False,False,True,178.0
mol_JGI2,0.028695479,True,False,False,True,179.0
mol_MWC03,0.028513908,True,False,False,True,180.0
mol_AATSC6dv,0.028417505,True,False,False,True,181.0
mol_ATS1s,0.028257316,True,False,False,True,182.0
Chiral_Type,0.027931698,True,False,True,True,183.0
mol_nC,0.027621008,True,False,False,True,184.0
mol_ATS8dv,0.027493363,True,False,False,True,185.0
mol_ATSC8Z,0.027259205,True,False,False,True,186.0
mol_ATSC2dv,0.027179435,True,False,False,True,187.0
mol_MATS1are,0.026812613,True,False,False,True,188.0
mol_MATS5se,0.026359424,True,False,False,True,189.0
mol_Vabc,0.026172688,True,False,False,True,190.0
mol_PEOE_VSA6,0.026160445,True,False,False,True,191.0
mol_GATS4c,0.026035141,True,False,False,True,192.0
mol_AATS5i,0.025468713,True,False,False,True,193.0
mol_ATSC5s,0.025420869,True,False,False,True,194.0
mol_Xpc-5dv,0.02517731,True,False,False,True,195.0
mol_ATS6d,0.025135279,True,False,False,True,196.0
mol_GATS5v,0.024767732,True,False,False,True,197.0
mol_ATSC3s,0.023848413,True,False,False,True,198.0
mol_ECIndex,0.02381961,True,False,False,True,199.0
mol_GATS6dv,0.023725308,True,False,False,True,200.0
mol_GATS1p,0.023401875,True,False,False,True,201.0
Total_Chiral,0.0,False,False,True,True,1518.0
